Bin.,No.,Description,Packing Size,UOM
CHILLER,ZZPPCS1KG,CHILL - PERFECT ITALIANO PARMESAN SHREDDED,6 X 1KG,PKT
CHILLER,ZZPWSSP,CHILL - PERILLA WILD SESAME SEED POWDER,1KG/ PKT,PKT
CHILLER,ZZBC100GM,CHILL - PORTION BLUE CHEESE,30 X 100GM,PC
CHILLER,RTCCAVIARB50GM,CHILL - ROLAND RED CAVIAR,24 X 56GM,TIN
CHILLER,ZZBC350GM,CHILL - SALTED BEANCURD SHEET min 10s /pkt,PCS,PC
CHILLER,ZZACHA1KG,"CHILL - TUNGSAN AH CHA ""Vegetarian""",24 x 1KG,PKT
CHILLER,PBCH125GM,"CHILL - VIKING DANISH BRIE CHEESE ""BY CTN""",12 X 125GM,PKT
CHILLER,ZZWALWS12.5KG,CHILL - WALNUTS MEAT WITH SKIN,12.5kg / bag,BAG
CHILLER,GOWCCBLOCK,CHILL - WHITE CHEDDAR CHEESE 50%,BY KG,KG
CHILLER,YOWEICFP1KG,CHILL - YOWE INSTANT CURRY FISH PASTE,10 X 1KG,PKT
CHILLER,ZZCCS150GM,CHILL ARLA CHEDDAR CHEESE SLICED,14 X 150GM,PKT
CHILLER,ZZNCC1800GM,CHILL ARLA NATURAL CREAM CHEESE,3 X 1.8KG,PKT
CHILLER,ZZSWC184GM,CHILL AVOSET SPRAY WHIPPING CREAM,12 X 184GM,BTL
CHILLER,ZZBCKG,"CHILL- BLUE CHEESE BY KG""""",BLOCK,BLK
CHILLER,ZZBSC1KG,CHILL BOCKWURST SAUSAGES,1KG/ PKT,PKT
CHILLER,ZZUD200GM,CHILL BOILED UDON NOODLE,30 X 200GM,PKT
CHILLER,ZZZBMCB125GM,CHILL BUFALA ZANETTI MINI MOZZARELLA CHEESE BALL 5S x 25GM,12 X 125GM,TUB
CHILLER,ZZBMCB125GM,CHILL BUFALA ZANETTI MOZZARELLA CHEESE BALL,8 X 125GM,PKT
CHILLER,ZZSC5LTR,CHILL BULLA LIGHT SOUR CREAM,5LTR / TUB,TUB
CHILLER,ZZLC4LTR,CHILL CALAMANSI / LIME CONCENTRATE SYRUP,4LTR / TUB,TUB
CHILLER,ZZCC2200GM,CHILL CARROT CAKE,2.2KG / BLK,BLK
CHILLER,ZZCBC125GM,"CHILL CASTELLO BRIE CHEESE ""BY CTN""",12 X 125GM,PKT
CHILLER,ZZCCM11OZ,"CHILL CASTELLO CAMEMBERT CHEESE ""BY CTN""",12 X 125GM,PKT
CHILLER,ZZCCS4KG,CHILL CHIN CHOW - GRASS JELLY SHREDDED,5KG / PKT,PKT
CHILLER,ZZGJ552GM,CHILL CHIN CHOW - grass jelly unsweeten,20 x 500GM,PKT
CHILLER,ZZCC5KG,"CHILL CHIN CHOW - grass jelly WHOLE""""",5KG / PKT,PKT
CHILLER,ZZCGC6KG,CHILL CHINESE GREEN CHILLI - SLICED,6KG / TUB,TUB
CHILLER,ZZFKH5KG,CHILL CJ ONG KIM HALAL KIMCHI,4 X 5KG,BAG
CHILLER,ZZCSL250GM,CHILL COWHEAD CHEESE SLICED,24 X 250GM,PKT
CHILLER,ZZSC250ML,CHILL DAIRY FARMERS LITE SOUR CREAM 18% MFC,12 X 250GM,PKT
CHILLER,ZZDPCG2KG,"CHILL DEWFRESH PARMESAN CHEESE GRATED ""POWDER""",6 X 2KG,PKT
CHILLER,ZZDPSH1KG,CHILL DEWFRESH PARMESAN SHREDDED,8 X 1KG,PKT
CHILLER,ZZCN1KG,CHILL DRIED CHESTNUT MEAT,1KG / PKT,PKT
CHILLER,ZZDLW1KG,CHILL DRIED LONGAN - white,12 X 1KG,PKT
CHILLER,ZZDLW10KG,CHILL DRIED LONGAN - white,10 KG/CTN,CTN
CHILLER,ZZDS500GM,CHILL DRIED SCALLOP Medium 4A,500GM / PKT,PKT
CHILLER,ZZEDC2KG,CHILL EDAM CHEESE,6 X 2KG,BLK
CHILLER,ZZCEWL5KG,CHILL EGG WHITE LIQUID,5KG / PKT,PKT
CHILLER,ZZKC1KG,CHILL FERMENTED KIMCHI,10 x 1KG,BTL
CHILLER,ZZFK5KG,CHILL FERMENTED KIMCHI BANCHAN non halal,5KG / PKT,PKT
CHILLER,ZZFC4KG,CHILL FETA CHEESE,3 X 4KG,BLK
CHILLER,ZZFCAWO150GM,CHILL FETA CHEESE APETINA WITH OLIVES,10 X 100GM,PKT
CHILLER,ZZFCAWS150GM,CHILL FETA CHEESE APETINA WITH SPICE,10 X 100GM,PKT
CHILLER,ZZFCC150GM,"CHILL FETA CHEESE CRUMBLE SALAD CHEESE""""",150GM / TUB,TUB
CHILLER,ZZFHIO300GM,"CHILL FETA HERB IN OIL RUKER""""",6 X 300GM,BTL
CHILLER,ZZFMGRL500GM,CHILL FLORA MARGARINE - LIGHT,16 X 500GM,TUB
CHILLER,ZZFMGR480GM,CHILL FLORA MARGARINE - REGULAR,24 x 500GM,TUB
CHILLER,ZZFC2KG,"CHILL FONTINA CHEESE BY KG""""",BLOCK,BLK
CHILLER,ZZFM1LTR,"CHILL FRESH MILK with cap""""",12 X 1LTR,PKT
CHILLER,ZZFNCM1LTR,CHILL FRESH NATURAL COCONUT MILK,1 LTR / PKT,PKT
CHILLER,ZZFNCM500ML,CHILL FRESH NATURAL COCONUT MILK,500ML / PKT,PKT
CHILLER,ZZFFB1KG,"CHILL FRIED FISH BALL VISMARK""""",50S / PKT,PKT
CHILLER,ZZFFC10S,CHILL FRIED FISH CAKE,10S / PKT,PKT
CHILLER,ZZGKP400GM,CHILL GANA KIMCHI BASE,12 X 400GM,BTL
CHILLER,ZZSECKG,"CHILL GERMAN EMMENTAL CHEESE BY KG""""",BLK,BLK
CHILLER,ZZGLFBRN3KG,CHILL GOLDEN LEAF FRESH BROWN RICE NOODLE,3KG / BAG,BAG
CHILLER,ZZSWC396GM,CHILL GOLDEN STATE SPRAY WHIPPING CREAM,12 X 13OZ,BTL
CHILLER,ZZGGC1KG,"CHILL GORGONZOLA CHEESE BY KG""""",BLOCK,BLK
CHILLER,ZZPCB1KG,CHILL GRANA PADANO PARMESAN CHEESE BLOCK,16 x 1kg,PCS
CHILLER,ZZGCBLOCK,CHILL GRUYERE CHEESE,BLOCK,BLK
CHILLER,ZZGMS5KG,CHILL GULA MELAKA SYRUP FOR DESSERT,5KG / TUB,TUB
CHILLER,ZZCEWL1KG,CHILL HENG GUAN WHOLE EGG PASTEURISED LIQUID,12 X 1KG,PKT
CHILLER,ZZKCTCRB1KG,"CHILL KCT COOKED RED BEAN HONG DOU GENG""""",10 X 1KG,PKT
CHILLER,ZZKCKG,CHILL KEFALOTIRI CHEESE,KG,BLK
CHILLER,ZZKKP500GM,CHILL KIMCHI PASTE,500GM / PKT,PKT
CHILLER,ZZKKC1KG,CHILL KOREAN CUBED RADDISH KIMCHI KKAKDUGI,1KG / BTL,BTL
CHILLER,ZZKOBP1KG,"CHILL KOREAN FERMENTED SOYA BEAN PASTE DOENJANG""""",1KG/ TUB,TUB
CHILLER,ZZKJSS1KG,CHILL KOREAN JIN GANJANG SOY SAUCE,1KG / BTL,BTL
CHILLER,ZZKKS500ML,CHILL KOREAN KIMCHI SAUCE,500ML / BTL,BTL
CHILLER,ZZFKRCR1KG,"CHILL KOREAN RICE CAKE DDEOK BOK GEE DEOK""  ""short round""""",5 x1KG,PKT
CHILLER,ZZKRC1KG,"CHILL KOREAN RICE CAKE SLICED""HALAL""",1KG / PKT,PKT
CHILLER,ZZKSJ500GM,"CHILL KOREAN SSAMJANG SEASONED SOYBEAN PASTE""""",500GM / BTL,BTL
CHILLER,ZZKRPHPCC2KG,CHILL KRAFT PHILADELPHIA CREAM CHEESE,8 X 2KG,BOT
CHILLER,ZZILTS4LTR,CHILL LEMON TEA CONCENTRATED SYRUP,4LTR / TUB,TUB
CHILLER,ZZMP5LTR,CHILL MANGO PUREE,5LTR / TUB,TUB
CHILLER,ZZMMBY1KG,CHILL MARIGOLD MIXED BERRIES YOGHURT,12 X 1KG,TUB
CHILLER,ZZMMY1KG,CHILL MARIGOLD PEACH MANGO YOGHURT,12 X 1 LTR,CTN
CHILLER,ZZMPY150GM,"CHILL MARIGOLD PLAIN YOGHURT LOW FAT - 1S""""",28 X 150GM,CUP
CHILLER,ZZPY1KG,CHILL MARIGOLD PLAIN YOGHURT NON FAT,12 X 1KG,TUB
CHILLER,ZZMSY1KG,"CHILL MARIGOLD STRAWBERRY YOGHURT ""LOW FAT""",12 X 1KG,TUB
CHILLER,ZZMPC500GM,"CHILL MASCARPONE CHEESE ZANETTI""""",6 x 500GM,TUB
CHILLER,ZZFMC830ML,CHILL MEIJI FRESH MILK WITH COFFEE,830ML / BTL,BTL
CHILLER,ZZMSB1KG,"CHILL MOZARELLA CHEESE CHERRY BALL""""",1KG /PKT,PKT
CHILLER,ZZNMRF500GM,"CHILL NATUREL MARGARINE REDUCED FAT ""ORANGE""",24 X 500GM,TUB
CHILLER,ZZNMRS500GM,CHILL NATUREL MARGARINE REDUCED SALT,24 X 500GM,TUB
CHILLER,ZZCNH50S,CHILL NGOH HIANG ROLL,50S / PKT,PKT
CHILLER,ZZRCCS1KG,CHILL ORANGE CHEDDAR CHEESE SHREDDED,6 X 1KG,PKT
CHILLER,ZZOS1GAL,CHILL ORANGE CONCENTRATED SYRUP,4LTR / TUB,TUB
CHILLER,ZZPCH1KG,CHILL PARMESAN CHEESE GRATED - ZANETTI FORMAGGIO,12 X 1KG,PKT
CHILLER,ZZCPNH1KG,CHILL PRAWN NGOH HIANG - VISMARK,1KG / PKT,PKT
CHILLER,ZZSC2LTR,CHILL PROCAL SOUR CREAM,2KG / TUB,TUB
CHILLER,ZZSL200GM,CHILL PUCK ORIGINAL SLICED CHEESE,24 X 200GM,PKT
CHILLER,ZZUWC1LTR,"CHILL REDMAN WHIP TOPPING CREAM NON DAIRY""""",12 X 1LTR,PKT
CHILLER,ZZSWC425GM,"CHILL RICH WILBER FARMS TOPPING ""AEROSOL""",9 X 400GM,BTL
CHILLER,ZZRC1KG,CHILL RICOTTA CHEESE,2 x 1.5KG,TUB
CHILLER,ZZRC250GM,"CHILL RICOTTA CHEESE ""by ctn""",12 X 250GM,PKT
CHILLER,ZZC100GM,CHILL ROLAND BLACK CAVIAR,24 X 56GM,TIN
CHILLER,ZZSWC250GM,"CHILL ROSSELLE SPRAY WHIPPING CREAM - topping cream AEROSOL""""",12 X 250GM,BTL
CHILLER,ZZFSR250GM,CHILL SALMOM ROE,250GM / PKT,PKT
CHILLER,ZZPL75GM,CHILL SIGNATURE LONG LIFE PLAIN NAAN,40 X 4'S x 75GM,PKT
CHILLER,ZZSSM1LTR,CHILL SOBE UNSWEETEN SOYA BEAN MILK,16 X 1LTR,PKT
CHILLER,ZZSC500GM,"CHILL SOUR CREAM ""PURA""",12 x 400GM,PKT
CHILLER,ZZTGSB180GM,CHILL TOP GOURMET BELACAN CHILLI SAUCE,12 X 180GM,BTL
CHILLER,ZZTSCGS6KG,CHILL TUNGSAN CHINESE GREEN CHILLI - SLICED,6KG / TUB,TUB
CHILLER,ZZTGGC1KG,"CHILL TUNGSAN GARLIC GROUNDED COARSE""""",1KG / PKT,PKT
CHILLER,ZZDBS10S,CHILL UNSALTED BEANCURD SHEETS - BIG 200gm /pkt,5'S / PKT,PKT
CHILLER,ZZDBD200GM,DRIED BRAN DOUGH,200GM / PKT,PKT
CHILLER,ZZDO1KG,DRIED OYSTER,1KG /PKT,PKT
CHILLER,ZZES500GM,"EMMENTAL SHREDDED EMBORG""""",200GM / PKT,PKT
CHILLER,ZZRFCS250GM,"FAIRPRICE REDUCED FAT CHEESE SLICES 12S/ PKT""""",250GM / PKT,PKT
CHILLER,ZZFC16KG,FETA CHEESE IN TIN,16KG / TIN,TIN
CHILLER,ZZFBD400GM,FILO BAKLAVA DOUGH,400GM / PKT,PKT
CHILLER,ZZFMP500GM,FLORA MARGARINE PRO-ACTIVE,500GM / TUB,TUB
CHILLER,ZZFGKN1KG,FRESH GINGKO NUT - vaccum pack,48 x 250GM,PKT
CHILLER,ZZFMC1LTR,"FRESH MILK CHOCOLATE"" with cap""",12 X 1LTR,PKT
CHILLER,ZZPMCB5KG,FROZEN FONTERRA PERFECT MOZZARELLA BLOCK,4 X 5KG,BLK
CHILLER,ZZKFFC1KG,"FROZEN KOREAN FRIED FISH CAKE SA GAK ERMOOK""""",1KG / PKT,PKT
CHILLER,ZZSS5KG,FROZEN SALTED SARDINES,5.5KG / TIN,TIN
CHILLER,ZZSF1KG,FROZEN SILVER FISH,1KG / PKT,PKT
CHILLER,ZZTRMF3KG,FROZEN TARAMA - FISH,5KG / TUB,TUB
CHILLER,YOWELASK1KG,HAI'S LAKSA PASTE,10 X 1 KG,PKT
CHILLER,ZZJF1KG,JELLY FISH HEAD,1KG /PKT,PKT
CHILLER,ZZJFS1KG,JELLY FISH SLICED YS-21,1KG / PKT,PKT
CHILLER,ZZKCTBSB1KG,KCT BLACK SOYA BEAN PASTE,10 x 1KG,PKT
CHILLER,ZZRBP500GM,"KCT RED BEAN PASTE HONG DOU SA""""",1KG / PKT,PKT
CHILLER,ZZKC15KG,KIMCHI,15KG / PAIL,PAIL
CHILLER,ZZKC750GM,KIMCHI,7.5KG / TIN,TIN
CHILLER,ZZKCB190GM,KIMCHI PASTE,1KG / BTL,BTL
CHILLER,ZZKBBP300GM,KOREAN BLACK BEAN PASTE,14 x 200GM,PKT
CHILLER,ZZKRCP20LTR,KOREAN CHILLI PASTE,14KG/ TUB,TUB
CHILLER,ZZKHPP14KG,KOREAN HOT PEPPER PASTE,14KG / TUB,TUB
CHILLER,ZZKSBP500GM,"KOREAN HOT/BROAD BEAN/CHILLI PASTE RED""""",20 X 500GM,TUB
CHILLER,ZZCCS200GM,KRAFT CREAM CHEESE SPREAD,250GM / BTL,BTL
CHILLER,ZZKFCDC81S,KRAFT SINGLES VALUE CHEESE SLICES 81S,8 X 1.5KG,PKT
CHILLER,ZZMPC250GM,MASCARPONE CHESSE,250GM / BTL,BTL
CHILLER,ZZMCB2300GM,"MOZZARELLA CHEESE BLOCK ARLA""""",8 X 2.3KG,BLK
CHILLER,NMUNSNWC1LTR,NAARMANN NON-DAIRY UNSWEETENED WHIPPING CREAM 27%,12 X 1 LTR,PKT
CHILLER,ZZPT3KG,"PEARL TAPIOCA BLACK"" MEDIUM 8MM""",6 X 3KG,PKT
CHILLER,ZZKPCCP21GM,PHILLY CREAM CHEESE - PORTION,100 X 21.3GM,CTN
CHILLER,ZZPSBP10GM,PRESIDENT SALTED BUTTER PORTION,6 X 100'S X 10GM,CTN
CHILLER,ZZUBP10GM,PRESIDENT UNSALTED BUTTER PORTION,6 X 100'S X 10GM,CTN
CHILLER,PCACH125GM,PRESTIGE CAMEMBERT CHEESE,36 X 125GM,PKT
CHILLER,ZZPJ1KG,"RED LANTERN PICKLED PEPPER SEEDS Pao Yuan Jiao""""",1.5KG / PKT,TUB
CHILLER,CHREDB20KG,RIO EXTRA DARK BUTTONS,20KG / CARTON,CTN
CHILLER,ZZSP5KG,"SHRIMP PASTE - BALACAN WHOLE""""",6 x 5KG,BLK
CHILLER,ZZSPS4LTR,SOUR PLUM CONCENTRATE SYRUP,4 LTR / TUB,TUB
CHILLER,ZZBR100GM,"TAMADIND ROUND BALACAN PCS""""",200 x 80GM,PKT
CHILLER,ZZSTS12500GM,TOPPING SAUCE - STRAWBERRY,6 X 1.25KG,BTL
CHILLER,ZZTSBL1KG,TUNGSAN BALACHAN CHILLI,1KG / PKT,PKT
CHILLER,ZZTSFP500GM,TUNGSAN FLOUNDER FISH / SOLE FISH POWDER,500GM / PKT,PKT
CHILLER,ZZIJF500GM,TUNGSAN INSTANT JELLY FISH,500GM/ PKT,PKT
CHILLER,ZZTCPU1KG,"TUNGSAN PREMIX CURRY PASTE ""uncooked""",2KG / PKT,PKT
CHILLER,ZZTSP1KG,TUNGSAN SATAY POWDER,1KG / PKT,PKT
CHILLER,ZZVMP10GM,VEGETABLE MARGARINE - PORTION,200's x 10GM,CTN
CHILLER,ZZWC200ML,WHIPPING CREAM,200ML / PKT,PKT
CHILLER,ZZXML1KG,"XIAO MI LA CHILLI PADI IN VINEGAR""""",14 X 1KG,PKT
DD-L32,ZZWCCE850GM,WONG COCO ESCARGOT,12 X 850GM,TIN
DD-LA1,ZZCFM397GM,CARNATION SWEETENED BEVERAGE CREAM,48 X 388GM,TIN
DD-LA1,ZZOS2LTR,F & N ORANGE SYRUP,6 X 2LTR,BTL
DD-LA1,ZZHGCMP1LTR,HENG GUAN UHT COCONUT CREAM - packet,12 x 1LTR,PKT
DD-LA1,ZZNPC160GM,"NOI POTATO CHIPS ASSORTED FLAVOUR""""",12 X 160GM,CTN.
DD-LA1,RTDOBT400GM,OLD EL PASO BURRITO TORTILLA 10S,9 x 400GM,PKT
DD-LA1,RTDRBV435GM,OLD EL PASO REFRIED BEANS VEGETARIAN,12 X 435GM,BTL
DD-LA1,ZZSS450GM,OLD EL PASO SALSA SAUCE - thick n chunky,6 X 375GM,BTL
DD-LA1,RTDTHS200GM,OLD EL PASO SAUCE TACO HOT,8 X 200GM,BTL
DD-LA1,RTDSMB50GM,OLD EL PASO SEASONING MIX BURRITO,20 X 50GM,TIN
DD-LA1,RTDSMF40GM,OLD EL PASO SEASONING MIX FAJITA,20 X 40GM,TIN
DD-LA1,ZZST380GM,OLD EL PASO SOFT TACO - CRISPY CHICK,8 x 370GM,BOX
DD-LA1,ZZTS156GM,OLD EL PASO TACO SHELL,6 X 156GM,BOX
DD-LA2,RSS2LTR,F&N  ROSE SYRUP,6 X 2LTR,BTL
DD-LA3,ZZSS4LTR,F&N / DAYO SARSI SYRUP,6 X 2LTR,TUB
DD-LA3,ZZKRCM200ML,KARA COCONUT CREAM - Blue,30 X 200ML,PKT
DD-LA3,ZZKRCM500ML,KARA COCONUT CREAM - Blue,18 X 500GM,PKT
DD-LA3,LTET1200S,"LIPTON ENVELOPE TEA CUP BAGS ""QUALITY BLACK TEA""",1200S X 1.85GM,CTN
DD-LA4,ZZLS2LTR,ASIA FARM LIME CORDIAL,6 X 2LTR,BTL
DD-LA4,ZZAAS2LTR,ASIA FARM SYRUP - APPLE SYRUP,6 X 2LTR,BTL
DD-LB1,ZZAFBS2LTR,ASIA FARM SYRUP - BARLEY,6 X 2LTR,BTL
DD-LB1,ZZAFFPS2LTR,ASIA FARM SYRUP - FRUIT PUNCH,6 X 2LTR,BTL
DD-LB1,ZZAFLT2LTR,ASIA FARM SYRUP - LEMON TEA CORDIAL,6 X 2LTR,BTL
DD-LB1,ZZAFLS2LTR,ASIA FARM SYRUP - LYCHEE - temp oos until next week,6 X 2 LTR,BTL
DD-LB1,ZZAFMS2LTR,ASIA FARM SYRUP - MANGO,6 X 2 LTR,TUB
DD-LB1,ZZAOS2LTR,ASIA FARM SYRUP - ORANGE,6 X 2LTR,BTL
DD-LB1,ZZARS2LTR,ASIA FARM SYRUP - ROSE SYRUP,6 X 2LTR,BTL
DD-LB1,ZZSQLC840ML,SUNQUICK LEMON,6 X 840ML,BTL
DD-LB1,ZZSQMC840ML,SUNQUICK MANGO,6 X 840ML,BTL
DD-LB2,ZZAAFS2LTR,ASIA FARM SYRUP - BLACKCURRANT,6 X 2 LTR,BTL
DD-LB2,ZZAFCC2LTR,ASIA FARM SYRUP - CALAMANSI JUICE CONCENTRATE,6 X 2LTR,TUB
DD-LB2,ZZDCCR198GM,DORITOS CHIPS - COOL RANCH,8 X 198GM,PKT
DD-LB2,ZZDC198GM,DORITOS CHIPS - NACHO CHEESE,8 X 198GM,PKT
DD-LB2,ZZGWMM500GM,GREATWALL MALTOSE,12 X 500GM,BTL
DD-LB2,ZZLPC1OZ,LAY'S POTATO CHIPS - CLASSIC,45 X 28.3gm,PKT
DD-LB2,ZZLPCS1OZ,LAY'S POTATO CHIPS - SOUR CREAM,45 X 28.3gm,CTN
DD-LB2,ZZLPBBQ1OZ,LAYS POTATO CHIPS BBQ,45 X 1OZ,CTN
DD-LB2,ZZLPBBQ198GM,"LAYS POTATO CHIPS BBQ""""",12 X 184GM,PKT
DD-LB2,ZZLPCC198GM,"LAYS POTATO CHIPS CHEDDAR CHEESE""""",12 X 184GM,PKT
DD-LB2,ZZLPSV198GM,"LAYS POTATO CHIPS SALT & VINEGAR""""",12 X 184GM,PKT
DD-LB2,ZZLPSCO198GM,LAYS POTATO CHIPS SCO,12 X 184GM,PKT
DD-LB2,ZZLS150GM,LAYS STAX,150GM / BTL,BTL
DD-LB2,ZZVPP3OZ,"MIXED PUDDING WITH NATA DE COCO PKT""""",12PKT X 6'S X 108GM,BTL
DD-LB2,ZZPG1KG,"PURE GHEE ""LEILA""",12 X 800GM,TIN
DD-LB2,ZZRHC200GM,RINDA ASSORTED HARD CANDY,50 X 200GM,PKT
DD-LB2,ZZRCN115GM,ROASTED CHESTNUT - read to eat,50 X 115GM,PKT
DD-LB2,ZZRCN150GM,ROASTED CHESTNUT - read to eat,40 X 150GM,PKT
DD-LB2,ZZVGB170GM,WEI CHUAN FRIED GLUTEN IN SOY SAUCE,24 X 170GM,TIN
DD-LB3,ZZLF400GM,BALOCCO LADY FINGERS,15 X 400GM,BTL
DD-LB3,ZZBC750ML,"BICKFORDS CORDIAL ASSORTED""""",12 X 750ML,BTL
DD-LB3,ZZSUM1LTR,GREENFIELD SKIM UHT MILK,12 X 1LTR,PKT
DD-LB3,ZZANDC360GM,LYCHEE FLAVOUR NATA DE COCO,24 X 360GM,PKT
DD-LB3,ZZTC908GM,MISSION ROUND TORTILLA CORN CHIPS - ready to eat,6 X 500GM,PKT
DD-LB3,ZZMN1KG,MIXED NUTS / PARTY SNACK,10 x 1KG,PKT
DD-LB3,ZZMMS700ML,MONIN MOJITO MINT / WILD MINT SYRUP,6 x 700ML,BTL
DD-LB3,ZZROP1KG,ROASTED PEANUTS,10 X 1KG,PKT
DD-LB3,ZZCJ46OZ,SYSCO / ROLAND /  SEAWATCH CLAM JUICE,12 X 46oz,TIN
DD-LB3,ZZTMXN150GM,TAISUN MIXED NUT / PARTY SNACK,6BAGS X 10 X 150GM,PKT
DD-LB3,ZZCN400GM,TONG GARDEN COCKTAIL NUT,12 X 400GM,PKT
DD-LB4,JCGC500GM,JACOBS GROUND COFFEE,12 X 500GM,PKT
DD-LC1,ZZCVG500GM,COLAVITA GOMITI - BIG ELBOW,24 X 500GM,PKT
DD-LC1,ZZTGS907GM,LYLES GOLDEN SYRUP,12 X 907GM,TIN
DD-LC1,MDPMSY12OZ,MACDONALD PURE MAPLE SYRUP - block due to temporary oos,12 X 12.5OZ,BTL
DD-LC2,ZZBCP300GM,BIRD CUSTARD POWDER,24 X 300GM,PKT
DD-LC2,CRVS3LB,CRISCO VEGETABLE SHORTENING,12 X 3LB,TIN
DD-LC2,ZZBP310GM,CROSSE N BLACKWELL BRANSTON PICKLES,6 X 360GM,TIN
DD-LC2,ZZNFOCNSCS450GM,OIL CANOLA NON STICK COOKING  SPRAY,12 X 450GM,TIN
DD-LC2,OTCBSJ14OZ,OREGON TRAIL CRANBERRY SAUCE - Jellied Sauce,24 X 14OZ,TIN
DD-LC2,ZZPTMGR2750GM,PLANTA MARGARINE,6 X 2.75KG,TIN
DD-LC2,ZZPG400GM,"PURE GHEE LEILA""""",24 X 400GM,TIN
DD-LC2,ZZRBP450GM,ROYAL BAKING POWDER,12 X 450GM,TIN
DD-LC2,ZZTBGS150ML,TABASCO GREEN SAUCE,12 X 150ML,BTL
DD-LC2,ZZTBHA60ML,TABASCO HABANERO,6 X 12 X 60ML,BTL
DD-LC2,ZZTBPSCHIPO150ML,TABASCO PEPPER SAUCE CHIPOTLE,12 X 150ML,BTL
DD-LC2,ZZTBRPS60ML,TABASCO RED SAUCE,6 X 12 X 60ml,BTL
DD-LC3,ZZPLP78GM,HENAFF PORK LIVER PATE,12 x 78GM,TIN
DD-LC3,KABLDCSY16OZ,KARO BLUE LABEL DARK CORN SYRUP (mkt oos),12 X 16OZ,BTL
DD-LC3,ZZNTMB330GM,NESTLE MILO BREAKFAST CEREAL,18 X 330GM,BOX
DD-LC3,ZZTBGPS56ML,TABASCO GREEN SAUCE,6 x 12 x 60ml,BTL
DD-LC3,ZZTBRPS150ML,TABASCO RED SAUCE,12 X 150ML,BTL
DD-LC3,ZZTBRPS350ML,TABASCO RED SAUCE,12 X 350ML,BTL
DD-LD1,FLBALAM340GM,BUENAS BAGOONG ALAMANG - SALTED SHRIMP FRY,24 X 340GM,BTL
DD-LD1,ZZCCL300GM,CINCALOK,24 X 250GM,BTL
DD-LD1,ZZOFS335GM,COLMAN'S OK FRUITY SAUCE,12 X 335GM,BTL
DD-LD1,ZZGCS2LTR,"COOKING SAKE - GEKKEIKAN BTL""""",6 X 1.8LTR,PKT
DD-LD1,DPSS1LTR,DATU PUTI SOY SAUCE,12 X 1LTR,BTL
DD-LD1,ZZFMCS400GM,FLYING MAN CORN STARCH/ FLOUR,50 X 400GM,PKT
DD-LD1,ZZKF200GM,KENTUCKY FLOUR,48 X 200GM,BOX
DD-LD1,MNTCP513GM,MAE PRANOM THAI CHILLI PASTE,12 X 513GM,BTL
DD-LD1,MSANNAP10GM,MAMASITA ANNATTO POWDER,60 X 10GM,PKT
DD-LD1,MSCALSM50GM,"MAMASITA CALDERETA SPICY SAUCE MIX""""",72 X 50GM,PKT
DD-LD1,MSKAREM50GM,"MAMASITA KARE KARE MIX ""STEW BASE MIX""",72 X 50GM,PKT
DD-LD1,MSMMIX30GM,MAMASITA MENUDO MIX,72 x 30gm,PKT
DD-LD1,ZZSWTP3KG,PALMDALE / S & W TOMATO PUREE,6 X 3.01KG,TIN
DD-LD1,ZZPTPS397GM,"PREGO TRADITIONAL PASTA SAUCE 100043031""""",24 x 300GM,BTL
DD-LD1,ZZPCAF1KG,REDMAN CAKE FLOUR,20 x 1KG,PKT
DD-LD1,MMDSPC3000GM,SAPORITO DARK SWEET PITTED CHERRIES,6 X 3KG,TIN
DD-LD2,ZZM15KG,AMANDA MARGARINE,15KG / CTN,CTN
DD-LD2,ZZCLMUSP454GM,COLMAN'S MUSTARD POWDER,6 X 454GM,TIN
DD-LD2,ZZDSBB100GM,"DRIED SALTED BLACK BEANS ""dou shi wang""",100 x 300GM,PKT
DD-LD2,FHHM105OZ,FRENCH HONEY MUSTARD,2 X 105OZ,TUB
DD-LD2,FHYWMSQ8OZ,FRENCH YELLOW MUSTARD - SQUEEZE (mkt OOS),20 X 8OZ,BTL
DD-LD2,ZZCCP1KG,HAI'S CHILLI CRAB PASTE,10 x 1KG,BTL
DD-LD2,ZZBBQS3790ML,HEINZ REGULAR BBQ SAUCE,4 X 3.79LTR,TUB
DD-LD2,ZZPR10OZ,HEINZ SWEET RELISH,12 X 10OZ,BTL
DD-LD2,ZZMFLD25GM,"KASOORI METHI ""FENUGREEK LEAVE DRY""",25GM / BOX,BOX
DD-LD2,ZZKD25ML,KEWPIE DRESSING - ASST FLAVOR,200S X 25ML,CTN
DD-LD2,ZZSCM50GM,KITCHEN XPRESS CHAT MASALA,6 x 10 x 75GM,PKT
DD-LD2,ZZCPR100GM,KITCHEN XPRESS CHILLI POWDER,20 X 100GM,PKT
DD-LD2,ZZGMSP100GM,KITCHEN XPRESS GARAM MASALA POWDER,20 X 100GM,PKT
DD-LD2,ZZGCP270GM,KITCHEN XPRESS GREEN CHILLI PICKLE,12 X 260GM,BTL
DD-LD2,ZZCPK100GM,KITCHEN XPRESS KASHMIRI CHILLI POWDER,20 X 100GM,PKT
DD-LD2,ZZMP260GM,KITCHEN XPRESS MANGO PICKLES,12 X 260GM,BTL
DD-LD2,ZZMM75GM,KITCHEN XPRESS MEAT MASALA,6 x 10 x 75GM,PKT
