,S/N,DATE,OrderNumber,SKU,PCS,ReferenceID,Location,Alley_Number,Cellule,Coord,AlleyCell,Size
1601,1602,12/5/2018,3762789,445637,1,445637,A0718303,A07,18,"[31.25, 19.5]",A0718,"(150, 320)"
1602,1602,12/5/2018,3762789,302739,1,302739,A0703201,A07,3,"[32.5, 9.0]",A0703,"(50, 300)"
1603,1604,12/5/2018,3762789,446478,2,446478,A0508101,A05,8,"[37.75, 12.0]",A0508,"(410, 300)"
1604,1604,12/5/2018,3762789,358962,2,358962,A0908104,A09,8,"[24, 12.0]",A0908,"(280, 260)"
1605,592,12/5/2018,3762789,453963,1,453963,A1120101,A11,20,"[15.25, 21.0]",A1120,"(370, 280)"
1606,593,12/5/2018,3762789,453965,1,453965,A1019401,A10,19,"[22.75, 21.0]",A1019,"(80, 60)"
1607,594,12/5/2018,3762779,280053,1,280053,A0715204,A07,15,"[32.5, 18.0]",A0715,"(100, 240)"
1608,595,12/5/2018,3762779,329167,1,329167,A1106504,A11,6,"[15.25, 10.5]",A1106,"(130, 80)"
1609,596,12/5/2018,3762779,354785,1,354785,A1102101,A11,2,"[15.25, 6.0]",A1102,"(160, 280)"
1610,1611,12/5/2018,3762778,299895,2,299895,A0306401,A03,6,"[44.25, 10.5]",A0306,"(390, 120)"
1611,1611,12/5/2018,3762778,348813,1,348813,A0907404,A09,7,"[26, 12.0]",A0907,"(90, 280)"
1612,1611,12/5/2018,3762778,433665,1,433665,A0517101,A05,17,"[39.0, 19.5]",A0517,"(90, 160)"
1613,1614,12/5/2018,3762778,260503,2,260503,A0515103,A05,15,"[39.0, 18.0]",A0515,"(340, 220)"
1614,1614,12/5/2018,3762778,450098,2,450098,A0705203,A07,5,"[32.5, 10.5]",A0705,"(380, 100)"
1615,597,12/5/2018,3762778,340387,1,340387,A0920103,A09,20,"[24, 21.0]",A0920,"(300, 220)"
1616,598,12/5/2018,3762778,370814,1,370814,A0910103,A09,10,"[24, 13.5]",A0910,"(430, 120)"
1617,599,12/5/2018,3762774,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1618,600,12/5/2018,3762775,398156,1,398156,A0308304,A03,8,"[44.25, 12.0]",A0308,"(160, 220)"
1619,601,12/5/2018,3762771,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1620,602,12/5/2018,3762772,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1621,603,12/5/2018,3762762,286879,1,286879,A0317108,A03,17,"[45.5, 19.5]",A0317,"(440, 120)"
1622,1623,12/5/2018,3762762,259765,2,259765,A0917202,A09,17,"[26, 19.5]",A0917,"(230, 200)"
1623,1623,12/5/2018,3762762,410647,1,410647,A0710303,A07,10,"[31.25, 13.5]",A0710,"(70, 320)"
1624,1625,12/5/2018,3762762,387351,1,387351,A0310208,A03,10,"[44.25, 13.5]",A0310,"(140, 140)"
1625,1625,12/5/2018,3762762,397506,1,397506,A1013402,A10,13,"[22.75, 16.5]",A1013,"(270, 200)"
1626,604,12/5/2018,3762762,368880,1,368880,A0507202,A05,7,"[39.0, 12.0]",A0507,"(310, 80)"
1627,605,12/5/2018,3762758,146788,1,146788,A0205204,A02,5,"[48.75, 10.5]",A0205,"(140, 60)"
1628,606,12/5/2018,3762756,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1629,607,12/5/2018,3762757,441095,1,441095,A1007204,A10,7,"[22.75, 12.0]",A1007,"(420, 120)"
1630,608,12/5/2018,3762755,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1631,609,12/5/2018,3762754,290863,1,290863,A1011204,A10,11,"[22.75, 15.0]",A1011,"(360, 240)"
1632,1633,12/5/2018,3762754,370819,2,370819,A0803102,A08,3,"[29.25, 9.0]",A0803,"(310, 100)"
1633,1633,12/5/2018,3762754,206229,1,206229,A0902304,A09,2,"[24, 6.0]",A0902,"(80, 20)"
1634,610,12/5/2018,3762754,434417,1,434417,A0410101,A04,10,"[41.0, 13.5]",A0410,"(350, 340)"
1635,1636,12/5/2018,3762754,332782,2,332782,A0420301,A04,20,"[41.0, 21.0]",A0420,"(440, 120)"
1636,1637,12/5/2018,3762754,349688,2,349688,A1005304,A10,5,"[22.75, 10.5]",A1005,"(410, 20)"
1637,1638,12/5/2018,3762754,278956,2,278956,A0913501,A09,13,"[26, 16.5]",A0913,"(180, 280)"
1638,1638,12/5/2018,3762754,263734,2,263734,A0411404,A04,11,"[42.25, 15.0]",A0411,"(110, 260)"
1639,1637,12/5/2018,3762754,450098,1,450098,A0705203,A07,5,"[32.5, 10.5]",A0705,"(380, 100)"
1640,1636,12/5/2018,3762754,351051,2,351051,A0714203,A07,14,"[31.25, 16.5]",A0714,"(420, 120)"
1641,611,12/5/2018,3762754,450077,1,450077,A0920204,A09,20,"[24, 21.0]",A0920,"(50, 240)"
1642,612,12/5/2018,3762754,465708,1,465708,A1004502,A10,4,"[20.75, 9.0]",A1004,"(110, 240)"
1643,1644,12/5/2018,3762748,267291,1,267291,A0809304,A08,9,"[29.25, 13.5]",A0809,"(270, 140)"
1644,1644,12/5/2018,3762748,351391,1,351391,A0812503,A08,12,"[28.0, 15.0]",A0812,"(280, 140)"
1645,1644,12/5/2018,3762748,409906,2,409906,A1108303,A11,8,"[15.25, 12.0]",A1108,"(380, 20)"
1646,1647,12/5/2018,3762748,370757,1,370757,A1002403,A10,2,"[20.75, 6.0]",A1002,"(440, 320)"
1647,1647,12/5/2018,3762748,335345,1,335345,A1007502,A10,7,"[22.75, 12.0]",A1007,"(270, 120)"
1648,1649,12/5/2018,3762748,404111,2,404111,A0710401,A07,10,"[31.25, 13.5]",A0710,"(230, 340)"
1649,1650,12/5/2018,3762748,250826,1,250826,A0612401,A06,12,"[34.5, 15.0]",A0612,"(410, 240)"
1650,1651,12/5/2018,3762748,358926,1,358926,A0912504,A09,12,"[24, 15.0]",A0912,"(190, 380)"
1651,1652,12/5/2018,3762748,267278,2,267278,A0808503,A08,8,"[28.0, 12.0]",A0808,"(170, 100)"
1652,1653,12/5/2018,3762748,355404,2,355404,A1103204,A11,3,"[19.5, 9.0]",A1103,"(190, 180)"
1653,1653,12/5/2018,3762748,349688,1,349688,A1005304,A10,5,"[22.75, 10.5]",A1005,"(410, 20)"
1654,1652,12/5/2018,3762748,425969,1,425969,A0304507,A03,4,"[44.25, 9.0]",A0304,"(410, 260)"
1655,1652,12/5/2018,3762748,409017,2,409017,A0221403,A02,21,"[48.75, 22.5]",A0221,"(50, 100)"
1656,1657,12/5/2018,3762748,452650,2,452650,A0901304,A09,1,"[26, 6.0]",A0901,"(120, 140)"
1657,1657,12/5/2018,3762748,344834,2,344834,A0318107,A03,18,"[44.25, 19.5]",A0318,"(320, 240)"
1658,1659,12/5/2018,3762748,425969,1,425969,A0304507,A03,4,"[44.25, 9.0]",A0304,"(410, 260)"
1659,1659,12/5/2018,3762748,360956,1,360956,A0202101,A02,2,"[47.5, 6.0]",A0202,"(110, 200)"
1660,1657,12/5/2018,3762748,398666,1,398666,A0214202,A02,14,"[47.5, 16.5]",A0214,"(50, 140)"
1661,1651,12/5/2018,3762748,397857,2,397857,A0208202,A02,8,"[47.5, 12.0]",A0208,"(350, 80)"
1662,1651,12/5/2018,3762748,371176,2,371176,A0418302,A04,18,"[41.0, 19.5]",A0418,"(260, 120)"
1663,1650,12/5/2018,3762748,274212,1,274212,A0715302,A07,15,"[32.5, 18.0]",A0715,"(240, 180)"
1664,1649,12/5/2018,3762748,349871,2,349871,A0511503,A05,11,"[39.0, 15.0]",A0511,"(420, 80)"
1665,1647,12/5/2018,3762748,453967,2,453967,A1120203,A11,20,"[15.25, 21.0]",A1120,"(190, 20)"
1666,613,12/5/2018,3762748,364507,1,364507,A0306503,A03,6,"[44.25, 10.5]",A0306,"(50, 180)"
1667,614,12/5/2018,3762747,102233,1,102233,A0321206,A03,21,"[45.5, 22.5]",A0321,"(160, 220)"
1668,615,12/5/2018,3762747,242790,1,242790,A0403504,A04,3,"[42.25, 9.0]",A0403,"(160, 240)"
1669,616,12/5/2018,3762747,290863,1,290863,A1011204,A10,11,"[22.75, 15.0]",A1011,"(360, 240)"
1670,617,12/5/2018,3762747,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1671,1672,12/5/2018,3762745,432235,1,432235,A0418203,A04,18,"[41.0, 19.5]",A0418,"(290, 160)"
1672,1673,12/5/2018,3762745,369973,2,369973,A0606502,A06,6,"[34.5, 10.5]",A0606,"(330, 60)"
1673,1673,12/5/2018,3762745,436722,2,436722,A0410202,A04,10,"[41.0, 13.5]",A0410,"(220, 60)"
1674,1672,12/5/2018,3762745,366681,1,366681,A0104402,A01,4,"[50.75, 9.0]",A0104,"(400, 280)"
1675,1672,12/5/2018,3762745,452876,1,452876,A0713501,A07,13,"[32.5, 16.5]",A0713,"(80, 320)"
1676,1677,12/5/2018,3762745,353793,1,353793,A1022402,A10,22,"[20.75, 22.5]",A1022,"(410, 360)"
1677,1677,12/5/2018,3762745,335351,1,335351,A1017504,A10,17,"[22.75, 19.5]",A1017,"(280, 100)"
1678,618,12/5/2018,3762745,373884,1,373884,A0107501,A01,7,"[52.0, 12.0]",A0107,"(140, 380)"
1679,619,12/5/2018,3762746,290863,1,290863,A1011204,A10,11,"[22.75, 15.0]",A1011,"(360, 240)"
1680,620,12/5/2018,3762739,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1681,1682,12/5/2018,3762739,326280,1,326280,A0608404,A06,8,"[34.5, 12.0]",A0608,"(170, 380)"
1682,1682,12/5/2018,3762739,397516,2,397516,A1010101,A10,10,"[20.75, 13.5]",A1010,"(350, 180)"
1683,1684,12/5/2018,3762739,421584,2,421584,A0319105,A03,19,"[45.5, 21.0]",A0319,"(430, 220)"
1684,1684,12/5/2018,3762739,434756,2,434756,A0318502,A03,18,"[44.25, 19.5]",A0318,"(170, 100)"
1685,1684,12/5/2018,3762739,454369,2,454369,A0608204,A06,8,"[34.5, 12.0]",A0608,"(360, 120)"
1686,1682,12/5/2018,3762739,339212,1,339212,A0612403,A06,12,"[34.5, 15.0]",A0612,"(410, 180)"
1687,621,12/5/2018,3762739,441485,1,441485,A0609102,A06,9,"[35.75, 13.5]",A0609,"(280, 380)"
1688,622,12/5/2018,3762734,254222,1,254222,A0719102,A07,19,"[32.5, 21.0]",A0719,"(290, 120)"
1689,623,12/5/2018,3762727,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1690,624,12/5/2018,3762728,361603,1,361603,A0202103,A02,2,"[47.5, 6.0]",A0202,"(120, 300)"
1691,625,12/5/2018,3762723,402932,1,402932,A0304301,A03,4,"[44.25, 9.0]",A0304,"(110, 140)"
1692,1693,12/5/2018,3762724,372814,2,372814,A0101103,A01,1,"[52.0, 6.0]",A0101,"(410, 140)"
1693,1693,12/5/2018,3762724,435485,2,435485,A0309305,A03,9,"[45.5, 13.5]",A0309,"(300, 200)"
1694,626,12/5/2018,3762724,371177,1,371177,A0320508,A03,20,"[44.25, 21.0]",A0320,"(150, 340)"
1695,1696,12/5/2018,3762724,345534,2,345534,A0316203,A03,16,"[44.25, 18.0]",A0316,"(380, 280)"
1696,1696,12/5/2018,3762724,308051,2,308051,A0914103,A09,14,"[24, 16.5]",A0914,"(220, 260)"
1697,1696,12/5/2018,3762724,452319,1,452319,A0604204,A06,4,"[34.5, 9.0]",A0604,"(250, 140)"
1698,627,12/5/2018,3762724,448097,1,448097,A0220103,A02,20,"[47.5, 21.0]",A0220,"(180, 260)"
1699,628,12/5/2018,3762722,350487,1,350487,A0506501,A05,6,"[37.75, 10.5]",A0506,"(300, 200)"
1700,629,12/5/2018,3762722,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1701,1702,12/5/2018,3762719,363491,2,363491,A0220502,A02,20,"[47.5, 21.0]",A0220,"(180, 160)"
1702,1702,12/5/2018,3762719,326280,2,326280,A0608404,A06,8,"[34.5, 12.0]",A0608,"(170, 380)"
1703,1704,12/5/2018,3762719,336570,2,336570,A0613203,A06,13,"[35.75, 16.5]",A0613,"(390, 100)"
1704,1704,12/5/2018,3762719,460778,2,460778,A0716103,A07,16,"[31.25, 18.0]",A0716,"(280, 120)"
1705,1704,12/5/2018,3762719,337428,1,337428,A0420404,A04,20,"[41.0, 21.0]",A0420,"(370, 260)"
1706,630,12/5/2018,3762719,397512,1,397512,A1001501,A10,1,"[22.75, 6.0]",A1001,"(380, 280)"
1707,631,12/5/2018,3762719,397515,1,397515,A1009403,A10,9,"[22.75, 13.5]",A1009,"(340, 180)"
1708,632,12/5/2018,3762702,358961,1,358961,A0908101,A09,8,"[24, 12.0]",A0908,"(250, 300)"
1709,633,12/5/2018,3762702,358962,1,358962,A0908104,A09,8,"[24, 12.0]",A0908,"(280, 260)"
1710,634,12/5/2018,3762703,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1711,635,12/5/2018,3762703,434757,1,434757,A0317504,A03,17,"[45.5, 19.5]",A0317,"(370, 20)"
1712,636,12/5/2018,3762701,274212,1,274212,A0715302,A07,15,"[32.5, 18.0]",A0715,"(240, 180)"
1713,637,12/5/2018,3762698,437821,1,437821,A0617503,A06,17,"[35.75, 19.5]",A0617,"(90, 360)"
1714,638,12/5/2018,3762694,102233,1,102233,A0321206,A03,21,"[45.5, 22.5]",A0321,"(160, 220)"
1715,639,12/5/2018,3762694,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1716,640,12/5/2018,3762695,386351,1,386351,A0305306,A03,5,"[45.5, 10.5]",A0305,"(140, 380)"
1717,641,12/5/2018,3762695,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1718,1719,12/5/2018,3762693,442023,1,442023,A0702503,A07,2,"[31.25, 6.0]",A0702,"(240, 140)"
1719,1719,12/5/2018,3762693,363489,1,363489,A0220306,A02,20,"[47.5, 21.0]",A0220,"(130, 320)"
1720,642,12/5/2018,3762693,349867,1,349867,A0719104,A07,19,"[32.5, 21.0]",A0719,"(100, 300)"
1721,643,12/5/2018,3762693,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1722,644,12/5/2018,3762693,445009,1,445009,A0621402,A06,21,"[35.75, 22.5]",A0621,"(270, 340)"
1723,645,12/5/2018,3762678,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1724,646,12/5/2018,3762672,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1725,1726,12/5/2018,3762671,426000,2,426000,A0205102,A02,5,"[48.75, 10.5]",A0205,"(400, 200)"
1726,1726,12/5/2018,3762671,397516,2,397516,A1010101,A10,10,"[20.75, 13.5]",A1010,"(350, 180)"
1727,1728,12/5/2018,3762671,424784,1,424784,A0516102,A05,16,"[37.75, 18.0]",A0516,"(100, 340)"
1728,1728,12/5/2018,3762671,458569,2,458569,A0714304,A07,14,"[31.25, 16.5]",A0714,"(380, 220)"
1729,1728,12/5/2018,3762671,360580,2,360580,A0508103,A05,8,"[37.75, 12.0]",A0508,"(180, 140)"
1730,1731,12/5/2018,3762671,363491,1,363491,A0220502,A02,20,"[47.5, 21.0]",A0220,"(180, 160)"
1731,1731,12/5/2018,3762671,408234,2,408234,A0319501,A03,19,"[45.5, 21.0]",A0319,"(150, 280)"
1732,1726,12/5/2018,3762671,402543,2,402543,A1103502,A11,3,"[19.5, 9.0]",A1103,"(340, 320)"
1733,1734,12/5/2018,3762671,395248,1,395248,A0710101,A07,10,"[31.25, 13.5]",A0710,"(210, 240)"
1734,1734,12/5/2018,3762671,102198,2,102198,A0306403,A03,6,"[44.25, 10.5]",A0306,"(130, 100)"
1735,1736,12/5/2018,3762671,329167,1,329167,A1106504,A11,6,"[15.25, 10.5]",A1106,"(130, 80)"
1736,1736,12/5/2018,3762671,389086,2,389086,A0311406,A03,11,"[45.5, 15.0]",A0311,"(70, 340)"
1737,1736,12/5/2018,3762671,428272,1,428272,A0702402,A07,2,"[31.25, 6.0]",A0702,"(300, 20)"
1738,647,12/5/2018,3762671,115638,1,115638,A0304305,A03,4,"[44.25, 9.0]",A0304,"(190, 340)"
1739,648,12/5/2018,3762671,170747,1,170747,A0322503,A03,22,"[44.25, 22.5]",A0322,"(250, 120)"
1740,649,12/5/2018,3762671,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1741,650,12/5/2018,3762671,449731,1,449731,A0918103,A09,18,"[24, 19.5]",A0918,"(400, 120)"
1742,651,12/5/2018,3762658,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1743,1744,12/5/2018,3762655,220051,2,220051,A0103504,A01,3,"[52.0, 9.0]",A0103,"(70, 200)"
1744,1744,12/5/2018,3762655,287388,2,287388,A0605504,A06,5,"[35.75, 10.5]",A0605,"(280, 120)"
1745,652,12/5/2018,3762655,281102,1,281102,A0602101,A06,2,"[34.5, 6.0]",A0602,"(50, 180)"
1746,1747,12/5/2018,3762653,254222,1,254222,A0719102,A07,19,"[32.5, 21.0]",A0719,"(290, 120)"
1747,1748,12/5/2018,3762653,335345,2,335345,A1007502,A10,7,"[22.75, 12.0]",A1007,"(270, 120)"
1748,1748,12/5/2018,3762653,453966,2,453966,A1120202,A11,20,"[15.25, 21.0]",A1120,"(420, 180)"
1749,1747,12/5/2018,3762653,191284,1,191284,A0516302,A05,16,"[37.75, 18.0]",A0516,"(130, 120)"
1750,1747,12/5/2018,3762653,370756,2,370756,A1021303,A10,21,"[22.75, 22.5]",A1021,"(90, 160)"
1751,653,12/5/2018,3762653,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1752,1753,12/5/2018,3762654,391520,2,391520,A0905303,A09,5,"[26, 10.5]",A0905,"(270, 180)"
1753,1753,12/5/2018,3762654,413792,2,413792,A0503402,A05,3,"[39.0, 9.0]",A0503,"(220, 80)"
1754,1753,12/5/2018,3762654,431977,1,431977,A0203302,A02,3,"[48.75, 9.0]",A0203,"(250, 60)"
1755,1756,12/5/2018,3762654,324356,2,324356,A0210405,A02,10,"[47.5, 13.5]",A0210,"(160, 180)"
1756,1756,12/5/2018,3762654,406548,2,406548,A0414402,A04,14,"[41.0, 16.5]",A0414,"(60, 100)"
1757,654,12/5/2018,3762654,263410,1,263410,A0204301,A02,4,"[47.5, 9.0]",A0204,"(340, 180)"
1758,655,12/5/2018,3762646,364507,1,364507,A0306503,A03,6,"[44.25, 10.5]",A0306,"(50, 180)"
1759,656,12/5/2018,3762645,263956,1,263956,A0206501,A02,6,"[47.5, 10.5]",A0206,"(380, 360)"
1760,1761,12/5/2018,3762638,454434,1,454434,A0722102,A07,22,"[31.25, 22.5]",A0722,"(60, 200)"
1761,1761,12/5/2018,3762638,260231,2,260231,A0915402,A09,15,"[26, 18.0]",A0915,"(350, 300)"
1762,1761,12/5/2018,3762638,332917,1,332917,A0503404,A05,3,"[39.0, 9.0]",A0503,"(370, 100)"
1763,657,12/5/2018,3762638,446382,1,446382,A0517301,A05,17,"[39.0, 19.5]",A0517,"(400, 100)"
1764,658,12/5/2018,3762639,265447,1,265447,A0207101,A02,7,"[48.75, 12.0]",A0207,"(100, 160)"
1765,1766,12/5/2018,3762636,374014,2,374014,A0218105,A02,18,"[47.5, 19.5]",A0218,"(180, 300)"
1766,1767,12/5/2018,3762636,295637,1,295637,A0810404,A08,10,"[28.0, 13.5]",A0810,"(130, 140)"
1767,1768,12/5/2018,3762636,397393,1,397393,A0802503,A08,2,"[28.0, 6.0]",A0802,"(180, 100)"
1768,1768,12/5/2018,3762636,398156,2,398156,A0308304,A03,8,"[44.25, 12.0]",A0308,"(160, 220)"
1769,1767,12/5/2018,3762636,267275,1,267275,A0808404,A08,8,"[28.0, 12.0]",A0808,"(330, 340)"
1770,1767,12/5/2018,3762636,370757,2,370757,A1002403,A10,2,"[20.75, 6.0]",A1002,"(440, 320)"
1771,1766,12/5/2018,3762636,294335,1,294335,A0708103,A07,8,"[31.25, 12.0]",A0708,"(140, 260)"
1772,1766,12/5/2018,3762636,329371,1,329371,A0921104,A09,21,"[26, 22.5]",A0921,"(360, 240)"
1773,1774,12/5/2018,3762636,461530,2,461530,A0411103,A04,11,"[42.25, 15.0]",A0411,"(220, 20)"
1774,1775,12/5/2018,3762636,366617,2,366617,A0915201,A09,15,"[26, 18.0]",A0915,"(250, 180)"
1775,1776,12/5/2018,3762636,278955,1,278955,A0904202,A09,4,"[24, 9.0]",A0904,"(280, 20)"
1776,1776,12/5/2018,3762636,445129,2,445129,A0312408,A03,12,"[44.25, 15.0]",A0312,"(130, 320)"
1777,1776,12/5/2018,3762636,352916,2,352916,A0702101,A07,2,"[31.25, 6.0]",A0702,"(350, 40)"
1778,1775,12/5/2018,3762636,339211,1,339211,A0614203,A06,14,"[34.5, 16.5]",A0614,"(80, 260)"
1779,1775,12/5/2018,3762636,413792,1,413792,A0503402,A05,3,"[39.0, 9.0]",A0503,"(220, 80)"
1780,1774,12/5/2018,3762636,388043,2,388043,A0909402,A09,9,"[26, 13.5]",A0909,"(410, 20)"
1781,1774,12/5/2018,3762636,408365,2,408365,A0103304,A01,3,"[52.0, 9.0]",A0103,"(190, 260)"
1782,659,12/5/2018,3762636,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1783,660,12/5/2018,3762637,223437,1,223437,A0717103,A07,17,"[32.5, 19.5]",A0717,"(50, 140)"
1784,661,12/5/2018,3762637,353788,1,353788,A0906503,A09,6,"[24, 10.5]",A0906,"(300, 100)"
1785,662,12/5/2018,3762637,353792,1,353792,A0905302,A09,5,"[26, 10.5]",A0905,"(140, 300)"
1786,663,12/5/2018,3762637,423113,1,423113,A1009102,A10,9,"[22.75, 13.5]",A1009,"(370, 280)"
1787,664,12/5/2018,3762634,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1788,1789,12/5/2018,3762635,348132,2,348132,A0706104,A07,6,"[31.25, 10.5]",A0706,"(250, 140)"
1789,1790,12/5/2018,3762635,395298,2,395298,A1104103,A11,4,"[15.25, 9.0]",A1104,"(140, 360)"
1790,1791,12/5/2018,3762635,329409,1,329409,A0721303,A07,21,"[32.5, 22.5]",A0721,"(320, 240)"
1791,1791,12/5/2018,3762635,267280,2,267280,A0809101,A08,9,"[29.25, 13.5]",A0809,"(90, 340)"
1792,1791,12/5/2018,3762635,404160,2,404160,A0911203,A09,11,"[26, 15.0]",A0911,"(120, 160)"
1793,1790,12/5/2018,3762635,308055,2,308055,A0922404,A09,22,"[24, 22.5]",A0922,"(390, 60)"
1794,1789,12/5/2018,3762635,358957,1,358957,A0911501,A09,11,"[26, 15.0]",A0911,"(410, 120)"
1795,1789,12/5/2018,3762635,454589,1,454589,A0602403,A06,2,"[34.5, 6.0]",A0602,"(180, 280)"
1796,665,12/5/2018,3762635,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1797,1798,12/5/2018,3762633,366682,1,366682,A0104403,A01,4,"[50.75, 9.0]",A0104,"(50, 340)"
1798,1798,12/5/2018,3762633,358962,2,358962,A0908104,A09,8,"[24, 12.0]",A0908,"(280, 260)"
1799,1798,12/5/2018,3762633,263737,1,263737,A0413203,A04,13,"[42.25, 16.5]",A0413,"(260, 320)"
1800,666,12/5/2018,3762633,263408,1,263408,A0204205,A02,4,"[47.5, 9.0]",A0204,"(440, 120)"
1801,667,12/5/2018,3762633,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1802,668,12/5/2018,3762629,231197,1,231197,A0619503,A06,19,"[35.75, 21.0]",A0619,"(170, 320)"
1803,669,12/5/2018,3762617,452650,1,452650,A0901304,A09,1,"[26, 6.0]",A0901,"(120, 140)"
1804,670,12/5/2018,3762613,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1805,671,12/5/2018,3762612,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1806,672,12/5/2018,3762607,285651,1,285651,A0316307,A03,16,"[44.25, 18.0]",A0316,"(240, 80)"
1807,673,12/5/2018,3762607,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1808,674,12/5/2018,3762608,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1809,1810,12/5/2018,3762608,466160,1,466160,A1019102,A10,19,"[22.75, 21.0]",A1019,"(170, 360)"
1810,1810,12/5/2018,3762608,348809,2,348809,A0907503,A09,7,"[26, 12.0]",A0907,"(230, 380)"
1811,1812,12/5/2018,3762608,401416,2,401416,A0612104,A06,12,"[34.5, 15.0]",A0612,"(420, 160)"
1812,1813,12/5/2018,3762608,191908,1,191908,A0907102,A09,7,"[26, 12.0]",A0907,"(210, 280)"
1813,1813,12/5/2018,3762608,440469,2,440469,A1007401,A10,7,"[22.75, 12.0]",A1007,"(400, 220)"
1814,1812,12/5/2018,3762608,221756,1,221756,A0101402,A01,1,"[52.0, 6.0]",A0101,"(350, 80)"
1815,1816,12/5/2018,3762608,440456,1,440456,A0513101,A05,13,"[39.0, 16.5]",A0513,"(50, 200)"
1816,1817,12/5/2018,3762608,331613,2,331613,A0901504,A09,1,"[26, 6.0]",A0901,"(110, 340)"
1817,1817,12/5/2018,3762608,351023,2,351023,A0910202,A09,10,"[24, 13.5]",A0910,"(380, 20)"
1818,1817,12/5/2018,3762608,251033,1,251033,A0715404,A07,15,"[32.5, 18.0]",A0715,"(90, 240)"
1819,1820,12/5/2018,3762608,397516,2,397516,A1010101,A10,10,"[20.75, 13.5]",A1010,"(350, 180)"
1820,1820,12/5/2018,3762608,307774,1,307774,A0220107,A02,20,"[47.5, 21.0]",A0220,"(360, 340)"
1821,1816,12/5/2018,3762608,366659,2,366659,A0510402,A05,10,"[37.75, 13.5]",A0510,"(210, 80)"
1822,1816,12/5/2018,3762608,397501,2,397501,A1001301,A10,1,"[22.75, 6.0]",A1001,"(230, 240)"
1823,1824,12/5/2018,3762608,361208,2,361208,A0908301,A09,8,"[24, 12.0]",A0908,"(80, 200)"
1824,1825,12/5/2018,3762608,336264,1,336264,A0207301,A02,7,"[48.75, 12.0]",A0207,"(330, 20)"
1825,1826,12/5/2018,3762608,441278,2,441278,A0511104,A05,11,"[39.0, 15.0]",A0511,"(440, 60)"
1826,1827,12/5/2018,3762608,426095,2,426095,A0315308,A03,15,"[45.5, 18.0]",A0315,"(100, 80)"
1827,1827,12/5/2018,3762608,344082,2,344082,A0203404,A02,3,"[48.75, 9.0]",A0203,"(250, 60)"
1828,1826,12/5/2018,3762608,406291,2,406291,A1014103,A10,14,"[20.75, 16.5]",A1014,"(240, 260)"
1829,1830,12/5/2018,3762608,340101,2,340101,A0719403,A07,19,"[32.5, 21.0]",A0719,"(310, 280)"
1830,1830,12/5/2018,3762608,372411,2,372411,A0214108,A02,14,"[47.5, 16.5]",A0214,"(140, 40)"
1831,1825,12/5/2018,3762608,346868,2,346868,A0214302,A02,14,"[47.5, 16.5]",A0214,"(320, 20)"
1832,1824,12/5/2018,3762608,387495,1,387495,A0510203,A05,10,"[37.75, 13.5]",A0510,"(140, 40)"
1833,1824,12/5/2018,3762608,397345,1,397345,A0914202,A09,14,"[24, 16.5]",A0914,"(240, 180)"
1834,1835,12/5/2018,3762608,242482,1,242482,A0319103,A03,19,"[45.5, 21.0]",A0319,"(430, 120)"
