,S/N,DATE,OrderNumber,SKU,PCS,ReferenceID,Location,Alley_Number,Cellule,Coord,AlleyCell,Size
1298,516,12/5/2018,3763375,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
1299,517,12/5/2018,3763372,308553,1,308553,A0210402,A02,10,"[47.5, 13.5]",A0210,"(380, 120)"
1300,1301,12/5/2018,3763368,419604,2,419604,A0219101,A02,19,"[48.75, 21.0]",A0219,"(60, 120)"
1301,1301,12/5/2018,3763368,364970,2,364970,A0518403,A05,18,"[37.75, 19.5]",A0518,"(240, 300)"
1302,518,12/5/2018,3763368,295842,1,295842,A0206505,A02,6,"[47.5, 10.5]",A0206,"(70, 240)"
1303,1304,12/5/2018,3763369,440531,2,440531,A1011103,A10,11,"[22.75, 15.0]",A1011,"(380, 380)"
1304,1304,12/5/2018,3763369,346868,1,346868,A0214302,A02,14,"[47.5, 16.5]",A0214,"(320, 20)"
1305,1306,12/5/2018,3763369,135079,2,135079,A0614404,A06,14,"[34.5, 16.5]",A0614,"(130, 260)"
1306,1306,12/5/2018,3763369,437988,2,437988,A0508204,A05,8,"[37.75, 12.0]",A0508,"(60, 80)"
1307,519,12/5/2018,3763369,427602,1,427602,A1002201,A10,2,"[20.75, 6.0]",A1002,"(180, 220)"
1308,520,12/5/2018,3763364,445070,1,445070,A0921501,A09,21,"[26, 22.5]",A0921,"(200, 260)"
1309,521,12/5/2018,3763366,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1310,522,12/5/2018,3763363,265560,1,265560,A0411104,A04,11,"[42.25, 15.0]",A0411,"(260, 240)"
1311,523,12/5/2018,3763362,153119,1,153119,A0213301,A02,13,"[48.75, 16.5]",A0213,"(80, 20)"
1312,524,12/5/2018,3763359,398668,1,398668,A0214304,A02,14,"[47.5, 16.5]",A0214,"(80, 260)"
1313,525,12/5/2018,3763360,351115,1,351115,A0612203,A06,12,"[34.5, 15.0]",A0612,"(420, 80)"
1314,526,12/5/2018,3763356,454369,1,454369,A0608204,A06,8,"[34.5, 12.0]",A0608,"(360, 120)"
1315,1316,12/5/2018,3763353,460917,2,460917,A0414303,A04,14,"[41.0, 16.5]",A0414,"(50, 220)"
1316,1317,12/5/2018,3763353,450077,2,450077,A0920204,A09,20,"[24, 21.0]",A0920,"(50, 240)"
1317,1317,12/5/2018,3763353,442224,2,442224,A1008503,A10,8,"[20.75, 12.0]",A1008,"(240, 40)"
1318,1317,12/5/2018,3763353,423112,2,423112,A1004402,A10,4,"[20.75, 9.0]",A1004,"(330, 120)"
1319,1316,12/5/2018,3763353,449048,1,449048,A0714204,A07,14,"[31.25, 16.5]",A0714,"(110, 320)"
1320,1316,12/5/2018,3763353,453974,2,453974,A1011102,A10,11,"[22.75, 15.0]",A1011,"(250, 380)"
1321,527,12/5/2018,3763353,419569,1,419569,A0305204,A03,5,"[45.5, 10.5]",A0305,"(230, 120)"
1322,1323,12/5/2018,3763348,423113,1,423113,A1009102,A10,9,"[22.75, 13.5]",A1009,"(370, 280)"
1323,1323,12/5/2018,3763348,295842,2,295842,A0206505,A02,6,"[47.5, 10.5]",A0206,"(70, 240)"
1324,1325,12/5/2018,3763348,434417,1,434417,A0410101,A04,10,"[41.0, 13.5]",A0410,"(350, 340)"
1325,1325,12/5/2018,3763348,356086,2,356086,A0909104,A09,9,"[26, 13.5]",A0909,"(210, 160)"
1326,1323,12/5/2018,3763348,442225,1,442225,A1008304,A10,8,"[20.75, 12.0]",A1008,"(80, 180)"
1327,528,12/5/2018,3763348,386351,1,386351,A0305306,A03,5,"[45.5, 10.5]",A0305,"(140, 380)"
1328,529,12/5/2018,3763348,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1329,1330,12/5/2018,3763350,388098,2,388098,A0502401,A05,2,"[37.75, 6.0]",A0502,"(150, 380)"
1330,1330,12/5/2018,3763350,221756,1,221756,A0101402,A01,1,"[52.0, 6.0]",A0101,"(350, 80)"
1331,530,12/5/2018,3763350,398717,1,398717,A0603404,A06,3,"[35.75, 9.0]",A0603,"(160, 260)"
1332,1333,12/5/2018,3763350,363287,1,363287,A0202407,A02,2,"[47.5, 6.0]",A0202,"(240, 260)"
1333,1333,12/5/2018,3763350,401730,2,401730,A0412404,A04,12,"[41.0, 15.0]",A0412,"(260, 320)"
1334,1333,12/5/2018,3763350,426686,1,426686,A0610502,A06,10,"[34.5, 13.5]",A0610,"(260, 320)"
1335,531,12/5/2018,3763350,458557,1,458557,A1019204,A10,19,"[22.75, 21.0]",A1019,"(170, 100)"
1336,1337,12/5/2018,3763346,267291,2,267291,A0809304,A08,9,"[29.25, 13.5]",A0809,"(270, 140)"
1337,1337,12/5/2018,3763346,403356,1,403356,A1107502,A11,7,"[19.5, 12.0]",A1107,"(370, 220)"
1338,1337,12/5/2018,3763346,342555,1,342555,A0208201,A02,8,"[47.5, 12.0]",A0208,"(90, 340)"
1339,1340,12/5/2018,3763346,353863,2,353863,A0711303,A07,11,"[32.5, 15.0]",A0711,"(270, 200)"
1340,1340,12/5/2018,3763346,434110,1,434110,A0315405,A03,15,"[45.5, 18.0]",A0315,"(120, 160)"
1341,1340,12/5/2018,3763346,446856,2,446856,A0902401,A09,2,"[24, 6.0]",A0902,"(230, 340)"
1342,532,12/5/2018,3763346,340308,1,340308,A0721204,A07,21,"[32.5, 22.5]",A0721,"(350, 200)"
1343,533,12/5/2018,3763345,456909,1,456909,A0607202,A06,7,"[35.75, 12.0]",A0607,"(60, 380)"
1344,534,12/5/2018,3763341,202889,1,202889,A0914502,A09,14,"[24, 16.5]",A0914,"(420, 60)"
1345,1346,12/5/2018,3763342,389086,1,389086,A0311406,A03,11,"[45.5, 15.0]",A0311,"(70, 340)"
1346,1347,12/5/2018,3763342,406640,1,406640,A0704102,A07,4,"[31.25, 9.0]",A0704,"(420, 200)"
1347,1347,12/5/2018,3763342,452876,1,452876,A0713501,A07,13,"[32.5, 16.5]",A0713,"(80, 320)"
1348,1346,12/5/2018,3763342,423147,2,423147,A1008302,A10,8,"[20.75, 12.0]",A1008,"(200, 40)"
1349,535,12/5/2018,3763342,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1350,1351,12/5/2018,3763340,370755,1,370755,A0809302,A08,9,"[29.25, 13.5]",A0809,"(190, 100)"
1351,1352,12/5/2018,3763340,368323,2,368323,A1113102,A11,13,"[19.5, 16.5]",A1113,"(260, 40)"
1352,1352,12/5/2018,3763340,348798,1,348798,A0907202,A09,7,"[26, 12.0]",A0907,"(170, 200)"
1353,1351,12/5/2018,3763340,399610,2,399610,A1011202,A10,11,"[22.75, 15.0]",A1011,"(210, 100)"
1354,1351,12/5/2018,3763340,325569,1,325569,A0412502,A04,12,"[41.0, 15.0]",A0412,"(140, 220)"
1355,536,12/5/2018,3763340,361691,1,361691,A0820103,A08,20,"[28.0, 21.0]",A0820,"(190, 40)"
1356,1357,12/5/2018,3763337,446855,1,446855,A0919201,A09,19,"[26, 21.0]",A0919,"(210, 340)"
1357,1357,12/5/2018,3763337,363821,1,363821,A1108502,A11,8,"[15.25, 12.0]",A1108,"(250, 180)"
1358,1359,12/5/2018,3763337,351051,1,351051,A0714203,A07,14,"[31.25, 16.5]",A0714,"(420, 120)"
1359,1359,12/5/2018,3763337,362022,1,362022,A0916403,A09,16,"[24, 18.0]",A0916,"(190, 200)"
1360,537,12/5/2018,3763337,371956,1,371956,A0310501,A03,10,"[44.25, 13.5]",A0310,"(430, 380)"
1361,1362,12/5/2018,3763335,337144,2,337144,A0206208,A02,6,"[47.5, 10.5]",A0206,"(210, 320)"
1362,1362,12/5/2018,3763335,398156,1,398156,A0308304,A03,8,"[44.25, 12.0]",A0308,"(160, 220)"
1363,1362,12/5/2018,3763335,401556,2,401556,A0316404,A03,16,"[44.25, 18.0]",A0316,"(240, 360)"
1364,1365,12/5/2018,3763335,348798,1,348798,A0907202,A09,7,"[26, 12.0]",A0907,"(170, 200)"
1365,1365,12/5/2018,3763335,401722,1,401722,A0409102,A04,9,"[42.25, 13.5]",A0409,"(430, 180)"
1366,1365,12/5/2018,3763335,362502,2,362502,A0708401,A07,8,"[31.25, 12.0]",A0708,"(250, 360)"
1367,538,12/5/2018,3763335,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
1368,539,12/5/2018,3763289,452659,1,452659,A0908204,A09,8,"[24, 12.0]",A0908,"(210, 300)"
1369,1370,12/5/2018,3763161,401554,2,401554,A0316401,A03,16,"[44.25, 18.0]",A0316,"(80, 40)"
1370,1370,12/5/2018,3763161,245427,1,245427,A0603203,A06,3,"[35.75, 9.0]",A0603,"(80, 360)"
1371,1372,12/5/2018,3763161,371960,1,371960,A0310504,A03,10,"[44.25, 13.5]",A0310,"(190, 120)"
1372,1372,12/5/2018,3763161,464707,2,464707,A0321403,A03,21,"[45.5, 22.5]",A0321,"(290, 320)"
1373,1374,12/5/2018,3763161,348815,2,348815,A0904101,A09,4,"[24, 9.0]",A0904,"(200, 160)"
1374,1374,12/5/2018,3763161,330702,2,330702,A1109402,A11,9,"[19.5, 13.5]",A1109,"(100, 380)"
1375,1376,12/5/2018,3763161,444228,1,444228,A0910201,A09,10,"[24, 13.5]",A0910,"(410, 140)"
1376,1376,12/5/2018,3763161,274212,2,274212,A0715302,A07,15,"[32.5, 18.0]",A0715,"(240, 180)"
1377,1376,12/5/2018,3763161,324356,1,324356,A0210405,A02,10,"[47.5, 13.5]",A0210,"(160, 180)"
1378,1372,12/5/2018,3763161,322439,2,322439,A0918401,A09,18,"[24, 19.5]",A0918,"(180, 120)"
1379,540,12/5/2018,3763161,308581,1,308581,A0816404,A08,16,"[28.0, 18.0]",A0816,"(260, 80)"
1380,541,12/5/2018,3763161,324275,2,324275,A1014304,A10,14,"[20.75, 16.5]",A1014,"(420, 300)"
1381,542,12/5/2018,3763161,325908,1,325908,A0222402,A02,22,"[47.5, 22.5]",A0222,"(190, 180)"
1382,543,12/5/2018,3763161,367591,1,367591,A0704101,A07,4,"[31.25, 9.0]",A0704,"(90, 100)"
1383,544,12/5/2018,3763161,452810,2,452810,A1013201,A10,13,"[22.75, 16.5]",A1013,"(100, 160)"
1384,545,12/5/2018,3763134,192928,1,192928,A0717404,A07,17,"[32.5, 19.5]",A0717,"(250, 380)"
1385,546,12/5/2018,3763084,419201,1,419201,A0503201,A05,3,"[39.0, 9.0]",A0503,"(350, 60)"
1386,547,12/5/2018,3763067,391450,1,391450,A0513404,A05,13,"[39.0, 16.5]",A0513,"(310, 180)"
1387,548,12/5/2018,3762914,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1388,549,12/5/2018,3762901,358958,1,358958,A0915101,A09,15,"[26, 18.0]",A0915,"(280, 80)"
1389,1390,12/5/2018,3762901,348798,2,348798,A0907202,A09,7,"[26, 12.0]",A0907,"(170, 200)"
1390,1391,12/5/2018,3762901,450401,1,450401,A1115302,A11,15,"[19.5, 18.0]",A1115,"(420, 40)"
1391,1392,12/5/2018,3762901,294335,1,294335,A0708103,A07,8,"[31.25, 12.0]",A0708,"(140, 260)"
1392,1392,12/5/2018,3762901,341951,2,341951,A1019101,A10,19,"[22.75, 21.0]",A1019,"(180, 280)"
1393,1394,12/5/2018,3762901,409467,1,409467,A0108104,A01,8,"[50.75, 12.0]",A0108,"(350, 120)"
1394,1394,12/5/2018,3762901,370780,2,370780,A0910101,A09,10,"[24, 13.5]",A0910,"(80, 300)"
1395,1396,12/5/2018,3762901,446403,1,446403,A0216308,A02,16,"[47.5, 18.0]",A0216,"(280, 220)"
1396,1396,12/5/2018,3762901,428277,1,428277,A0703102,A07,3,"[32.5, 9.0]",A0703,"(440, 260)"
1397,1394,12/5/2018,3762901,396484,1,396484,A0504302,A05,4,"[37.75, 9.0]",A0504,"(440, 380)"
1398,1399,12/5/2018,3762901,397345,2,397345,A0914202,A09,14,"[24, 16.5]",A0914,"(240, 180)"
1399,1399,12/5/2018,3762901,404162,2,404162,A0915401,A09,15,"[26, 18.0]",A0915,"(240, 380)"
1400,1401,12/5/2018,3762901,102259,2,102259,A0322403,A03,22,"[44.25, 22.5]",A0322,"(370, 240)"
1401,1401,12/5/2018,3762901,374648,2,374648,A0317501,A03,17,"[45.5, 19.5]",A0317,"(190, 320)"
1402,1399,12/5/2018,3762901,344082,1,344082,A0203404,A02,3,"[48.75, 9.0]",A0203,"(250, 60)"
1403,1391,12/5/2018,3762901,403935,1,403935,A0103104,A01,3,"[52.0, 9.0]",A0103,"(250, 240)"
1404,1390,12/5/2018,3762901,206702,2,206702,A0106501,A01,6,"[50.75, 10.5]",A0106,"(380, 360)"
1405,550,12/5/2018,3762901,358962,1,358962,A0908104,A09,8,"[24, 12.0]",A0908,"(280, 260)"
1406,1407,12/5/2018,3762899,331611,2,331611,A0912402,A09,12,"[24, 15.0]",A0912,"(340, 240)"
1407,1407,12/5/2018,3762899,401696,1,401696,A0422502,A04,22,"[41.0, 22.5]",A0422,"(160, 260)"
1408,1407,12/5/2018,3762899,408484,1,408484,A0107103,A01,7,"[52.0, 12.0]",A0107,"(290, 320)"
1409,551,12/5/2018,3762899,350766,1,350766,A0212106,A02,12,"[47.5, 15.0]",A0212,"(390, 140)"
1410,1411,12/5/2018,3762900,401733,2,401733,A0422201,A04,22,"[41.0, 22.5]",A0422,"(170, 80)"
1411,1411,12/5/2018,3762900,353792,1,353792,A0905302,A09,5,"[26, 10.5]",A0905,"(140, 300)"
1412,1413,12/5/2018,3762900,401669,1,401669,A0414104,A04,14,"[41.0, 16.5]",A0414,"(220, 120)"
1413,1413,12/5/2018,3762900,453974,2,453974,A1011102,A10,11,"[22.75, 15.0]",A1011,"(250, 380)"
1414,1415,12/5/2018,3762900,412345,2,412345,A0609302,A06,9,"[35.75, 13.5]",A0609,"(230, 380)"
1415,1416,12/5/2018,3762900,263731,2,263731,A0412203,A04,12,"[41.0, 15.0]",A0412,"(250, 180)"
1416,1416,12/5/2018,3762900,167719,2,167719,A0318506,A03,18,"[44.25, 19.5]",A0318,"(140, 300)"
1417,1418,12/5/2018,3762900,401730,1,401730,A0412404,A04,12,"[41.0, 15.0]",A0412,"(260, 320)"
1418,1418,12/5/2018,3762900,345534,2,345534,A0316203,A03,16,"[44.25, 18.0]",A0316,"(380, 280)"
1419,1418,12/5/2018,3762900,401556,1,401556,A0316404,A03,16,"[44.25, 18.0]",A0316,"(240, 360)"
1420,1415,12/5/2018,3762900,299865,1,299865,A0412501,A04,12,"[41.0, 15.0]",A0412,"(240, 180)"
1421,1415,12/5/2018,3762900,409017,2,409017,A0221403,A02,21,"[48.75, 22.5]",A0221,"(50, 100)"
1422,1413,12/5/2018,3762900,372432,1,372432,A0306507,A03,6,"[44.25, 10.5]",A0306,"(300, 180)"
1423,1411,12/5/2018,3762900,288155,2,288155,A0612503,A06,12,"[34.5, 15.0]",A0612,"(420, 260)"
1424,552,12/5/2018,3762900,341949,1,341949,A1017404,A10,17,"[22.75, 19.5]",A1017,"(160, 40)"
1425,553,12/5/2018,3762883,157671,1,157671,A0305405,A03,5,"[45.5, 10.5]",A0305,"(170, 380)"
1426,554,12/5/2018,3762884,342556,1,342556,A0208203,A02,8,"[47.5, 12.0]",A0208,"(90, 220)"
1427,555,12/5/2018,3762874,458224,1,458224,A0404103,A04,4,"[41.0, 9.0]",A0404,"(240, 280)"
1428,556,12/5/2018,3762871,440469,1,440469,A1007401,A10,7,"[22.75, 12.0]",A1007,"(400, 220)"
1429,557,12/5/2018,3762871,440472,1,440472,A1008102,A10,8,"[20.75, 12.0]",A1008,"(350, 140)"
1430,558,12/5/2018,3762871,440473,1,440473,A1008203,A10,8,"[20.75, 12.0]",A1008,"(90, 340)"
1431,1432,12/5/2018,3762869,308519,1,308519,A0520203,A05,20,"[37.75, 21.0]",A0520,"(220, 160)"
1432,1433,12/5/2018,3762869,366682,1,366682,A0104403,A01,4,"[50.75, 9.0]",A0104,"(50, 340)"
1433,1434,12/5/2018,3762869,408936,2,408936,A0205301,A02,5,"[48.75, 10.5]",A0205,"(120, 100)"
1434,1434,12/5/2018,3762869,344833,1,344833,A0317105,A03,17,"[45.5, 19.5]",A0317,"(220, 180)"
1435,1433,12/5/2018,3762869,253482,1,253482,A0721403,A07,21,"[32.5, 22.5]",A0721,"(130, 160)"
1436,1437,12/5/2018,3762869,444228,1,444228,A0910201,A09,10,"[24, 13.5]",A0910,"(410, 140)"
1437,1438,12/5/2018,3762869,398156,2,398156,A0308304,A03,8,"[44.25, 12.0]",A0308,"(160, 220)"
1438,1438,12/5/2018,3762869,455434,2,455434,A0317503,A03,17,"[45.5, 19.5]",A0317,"(130, 240)"
1439,1437,12/5/2018,3762869,397537,1,397537,A0802504,A08,2,"[28.0, 6.0]",A0802,"(420, 220)"
1440,1433,12/5/2018,3762869,191284,2,191284,A0516302,A05,16,"[37.75, 18.0]",A0516,"(130, 120)"
1441,1442,12/5/2018,3762869,352917,1,352917,A0513301,A05,13,"[39.0, 16.5]",A0513,"(300, 240)"
1442,1442,12/5/2018,3762869,281130,1,281130,A0605302,A06,5,"[35.75, 10.5]",A0605,"(210, 380)"
1443,1444,12/5/2018,3762869,303825,2,303825,A0610303,A06,10,"[34.5, 13.5]",A0610,"(220, 300)"
1444,1444,12/5/2018,3762869,295643,2,295643,A0904404,A09,4,"[24, 9.0]",A0904,"(150, 320)"
1445,1432,12/5/2018,3762869,404887,2,404887,A0308404,A03,8,"[44.25, 12.0]",A0308,"(90, 20)"
1446,1432,12/5/2018,3762869,263927,2,263927,A0210103,A02,10,"[47.5, 13.5]",A0210,"(120, 260)"
1447,1448,12/5/2018,3762869,370787,1,370787,A0905501,A09,5,"[26, 10.5]",A0905,"(70, 140)"
1448,1448,12/5/2018,3762869,386351,2,386351,A0305306,A03,5,"[45.5, 10.5]",A0305,"(140, 380)"
1449,559,12/5/2018,3762869,419208,1,419208,A0503301,A05,3,"[39.0, 9.0]",A0503,"(300, 20)"
1450,560,12/5/2018,3762841,273496,1,273496,A0612301,A06,12,"[34.5, 15.0]",A0612,"(220, 100)"
1451,561,12/5/2018,3762840,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1452,1453,12/5/2018,3762832,406546,1,406546,A0414204,A04,14,"[41.0, 16.5]",A0414,"(260, 100)"
1453,1454,12/5/2018,3762832,308553,2,308553,A0210402,A02,10,"[47.5, 13.5]",A0210,"(380, 120)"
1454,1454,12/5/2018,3762832,333163,1,333163,A0208305,A02,8,"[47.5, 12.0]",A0208,"(280, 120)"
1455,1454,12/5/2018,3762832,397380,2,397380,A0802204,A08,2,"[28.0, 6.0]",A0802,"(200, 80)"
1456,1453,12/5/2018,3762832,310358,1,310358,A1103102,A11,3,"[19.5, 9.0]",A1103,"(50, 220)"
1457,1458,12/5/2018,3762832,364473,1,364473,A0507103,A05,7,"[39.0, 12.0]",A0507,"(270, 140)"
1458,1459,12/5/2018,3762832,401262,2,401262,A0505402,A05,5,"[39.0, 10.5]",A0505,"(100, 380)"
1459,1460,12/5/2018,3762832,460124,1,460124,A0409301,A04,9,"[42.25, 13.5]",A0409,"(330, 40)"
1460,1460,12/5/2018,3762832,453967,2,453967,A1120203,A11,20,"[15.25, 21.0]",A1120,"(190, 20)"
1461,1460,12/5/2018,3762832,387612,1,387612,A1111302,A11,11,"[19.5, 15.0]",A1111,"(360, 380)"
1462,1459,12/5/2018,3762832,195878,1,195878,A0318505,A03,18,"[44.25, 19.5]",A0318,"(180, 80)"
1463,1459,12/5/2018,3762832,445009,2,445009,A0621402,A06,21,"[35.75, 22.5]",A0621,"(270, 340)"
1464,1465,12/5/2018,3762832,442769,2,442769,A0321102,A03,21,"[45.5, 22.5]",A0321,"(250, 320)"
1465,1465,12/5/2018,3762832,295791,2,295791,A0307103,A03,7,"[45.5, 12.0]",A0307,"(170, 340)"
1466,1467,12/5/2018,3762832,434125,1,434125,A0912502,A09,12,"[24, 15.0]",A0912,"(90, 200)"
1467,1467,12/5/2018,3762832,353043,1,353043,A0912203,A09,12,"[24, 15.0]",A0912,"(150, 40)"
1468,1458,12/5/2018,3762832,445377,1,445377,A0307505,A03,7,"[45.5, 12.0]",A0307,"(370, 120)"
1469,1458,12/5/2018,3762832,401743,1,401743,A0412401,A04,12,"[41.0, 15.0]",A0412,"(190, 160)"
1470,1471,12/5/2018,3762832,250825,2,250825,A0613504,A06,13,"[35.75, 16.5]",A0613,"(50, 360)"
1471,1471,12/5/2018,3762832,90996,1,90996,A0416302,A04,16,"[41.0, 18.0]",A0416,"(320, 220)"
1472,1471,12/5/2018,3762832,450075,1,450075,A0916101,A09,16,"[24, 18.0]",A0916,"(330, 200)"
1473,562,12/5/2018,3762832,290863,1,290863,A1011204,A10,11,"[22.75, 15.0]",A1011,"(360, 240)"
1474,563,12/5/2018,3762830,221756,1,221756,A0101402,A01,1,"[52.0, 6.0]",A0101,"(350, 80)"
1475,564,12/5/2018,3762831,170747,1,170747,A0322503,A03,22,"[44.25, 22.5]",A0322,"(250, 120)"
1476,565,12/5/2018,3762831,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1477,566,12/5/2018,3762829,223437,1,223437,A0717103,A07,17,"[32.5, 19.5]",A0717,"(50, 140)"
1478,1479,12/5/2018,3762829,426513,1,426513,A0408203,A04,8,"[41.0, 12.0]",A0408,"(230, 100)"
1479,1479,12/5/2018,3762829,427755,1,427755,A0202206,A02,2,"[47.5, 6.0]",A0202,"(240, 220)"
1480,1481,12/5/2018,3762829,331613,1,331613,A0901504,A09,1,"[26, 6.0]",A0901,"(110, 340)"
1481,1482,12/5/2018,3762829,329167,1,329167,A1106504,A11,6,"[15.25, 10.5]",A1106,"(130, 80)"
1482,1482,12/5/2018,3762829,441092,1,441092,A1006402,A10,6,"[20.75, 10.5]",A1006,"(220, 260)"
1483,1481,12/5/2018,3762829,363492,2,363492,A0218201,A02,18,"[47.5, 19.5]",A0218,"(420, 60)"
1484,1481,12/5/2018,3762829,373516,1,373516,A0513204,A05,13,"[39.0, 16.5]",A0513,"(430, 160)"
1485,567,12/5/2018,3762829,256708,1,256708,A0204203,A02,4,"[47.5, 9.0]",A0204,"(130, 260)"
1486,568,12/5/2018,3762829,403382,1,403382,A0202202,A02,2,"[47.5, 6.0]",A0202,"(260, 100)"
1487,569,12/5/2018,3762827,351118,1,351118,A0720201,A07,20,"[31.25, 21.0]",A0720,"(300, 320)"
1488,1489,12/5/2018,3762827,376116,1,376116,A0804102,A08,4,"[28.0, 9.0]",A0804,"(420, 320)"
1489,1490,12/5/2018,3762827,259769,2,259769,A0911103,A09,11,"[26, 15.0]",A0911,"(150, 40)"
1490,1490,12/5/2018,3762827,340307,2,340307,A0520404,A05,20,"[37.75, 21.0]",A0520,"(310, 80)"
1491,1490,12/5/2018,3762827,391520,2,391520,A0905303,A09,5,"[26, 10.5]",A0905,"(270, 180)"
1492,1493,12/5/2018,3762827,306457,1,306457,A0904503,A09,4,"[24, 9.0]",A0904,"(410, 200)"
1493,1493,12/5/2018,3762827,402179,2,402179,A0619403,A06,19,"[35.75, 21.0]",A0619,"(390, 40)"
1494,1489,12/5/2018,3762827,349865,2,349865,A0719103,A07,19,"[32.5, 21.0]",A0719,"(60, 300)"
1495,1496,12/5/2018,3762827,399610,1,399610,A1011202,A10,11,"[22.75, 15.0]",A1011,"(210, 100)"
1496,1496,12/5/2018,3762827,368323,1,368323,A1113102,A11,13,"[19.5, 16.5]",A1113,"(260, 40)"
1497,1498,12/5/2018,3762827,437988,1,437988,A0508204,A05,8,"[37.75, 12.0]",A0508,"(60, 80)"
1498,1498,12/5/2018,3762827,343976,1,343976,A0611501,A06,11,"[35.75, 15.0]",A0611,"(90, 260)"
1499,1500,12/5/2018,3762827,397506,1,397506,A1013402,A10,13,"[22.75, 16.5]",A1013,"(270, 200)"
1500,1500,12/5/2018,3762827,411107,1,411107,A0614103,A06,14,"[34.5, 16.5]",A0614,"(170, 40)"
1501,570,12/5/2018,3762827,452761,1,452761,A0304101,A03,4,"[44.25, 9.0]",A0304,"(400, 160)"
1502,571,12/5/2018,3762821,253483,1,253483,A0720304,A07,20,"[31.25, 21.0]",A0720,"(290, 140)"
1503,1504,12/5/2018,3762821,395248,1,395248,A0710101,A07,10,"[31.25, 13.5]",A0710,"(210, 240)"
1504,1504,12/5/2018,3762821,351023,2,351023,A0910202,A09,10,"[24, 13.5]",A0910,"(380, 20)"
1505,1504,12/5/2018,3762821,466405,2,466405,A1007503,A10,7,"[22.75, 12.0]",A1007,"(300, 280)"
1506,572,12/5/2018,3762821,425955,1,425955,A0217301,A02,17,"[48.75, 19.5]",A0217,"(160, 380)"
1507,573,12/5/2018,3762822,308051,1,308051,A0914103,A09,14,"[24, 16.5]",A0914,"(220, 260)"
1508,574,12/5/2018,3762822,422249,1,422249,A1115201,A11,15,"[19.5, 18.0]",A1115,"(100, 140)"
1509,575,12/5/2018,3762822,465708,1,465708,A1004502,A10,4,"[20.75, 9.0]",A1004,"(110, 240)"
1510,576,12/5/2018,3762820,221800,1,221800,A0219403,A02,19,"[48.75, 21.0]",A0219,"(410, 120)"
1511,577,12/5/2018,3762819,280787,1,280787,A0914201,A09,14,"[24, 16.5]",A0914,"(300, 20)"
1512,1513,12/5/2018,3762819,159789,2,159789,A0318503,A03,18,"[44.25, 19.5]",A0318,"(360, 300)"
1513,1513,12/5/2018,3762819,370812,1,370812,A0905502,A09,5,"[26, 10.5]",A0905,"(330, 360)"
1514,1513,12/5/2018,3762819,398717,2,398717,A0603404,A06,3,"[35.75, 9.0]",A0603,"(160, 260)"
1515,578,12/5/2018,3762819,315314,1,315314,A0305102,A03,5,"[45.5, 10.5]",A0305,"(50, 60)"
1516,579,12/5/2018,3762819,375959,1,375959,A0909202,A09,9,"[26, 13.5]",A0909,"(90, 240)"
1517,580,12/5/2018,3762817,349871,1,349871,A0511503,A05,11,"[39.0, 15.0]",A0511,"(420, 80)"
1518,1519,12/5/2018,3762817,315314,1,315314,A0305102,A03,5,"[45.5, 10.5]",A0305,"(50, 60)"
1519,1519,12/5/2018,3762817,263415,2,263415,A0204404,A02,4,"[47.5, 9.0]",A0204,"(240, 220)"
1520,1521,12/5/2018,3762817,206888,1,206888,A0403503,A04,3,"[42.25, 9.0]",A0403,"(400, 40)"
1521,1522,12/5/2018,3762817,361603,2,361603,A0202103,A02,2,"[47.5, 6.0]",A0202,"(120, 300)"
1522,1522,12/5/2018,3762817,179874,1,179874,A0321404,A03,21,"[45.5, 22.5]",A0321,"(150, 200)"
1523,1521,12/5/2018,3762817,352738,2,352738,A0306506,A03,6,"[44.25, 10.5]",A0306,"(230, 100)"
1524,1521,12/5/2018,3762817,265489,2,265489,A0312503,A03,12,"[44.25, 15.0]",A0312,"(140, 40)"
1525,581,12/5/2018,3762817,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1526,582,12/5/2018,3762811,352261,1,352261,A1003201,A10,3,"[22.75, 9.0]",A1003,"(330, 320)"
1527,583,12/5/2018,3762811,370817,1,370817,A0910502,A09,10,"[24, 13.5]",A0910,"(290, 380)"
1528,584,12/5/2018,3762808,263408,1,263408,A0204205,A02,4,"[47.5, 9.0]",A0204,"(440, 120)"
1529,585,12/5/2018,3762795,413792,1,413792,A0503402,A05,3,"[39.0, 9.0]",A0503,"(220, 80)"
1530,1531,12/5/2018,3762796,376116,1,376116,A0804102,A08,4,"[28.0, 9.0]",A0804,"(420, 320)"
1531,1532,12/5/2018,3762796,308050,1,308050,A0921304,A09,21,"[26, 22.5]",A0921,"(220, 260)"
